Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Genotype],Comment [Genotype Gene Identifier 1],Comment [Genotype Gene Identifier 2],Comment [Genotype Gene Symbol 1],Comment [Genotype Gene Symbol 2],Comment [Genotype Allele Identifier 1],Comment [Genotype Allele Identifier 2],Comment [Genotype Allele Symbol 1],Comment [Genotype Allele Symbol 2],Characteristics [Stock],Characteristics [Strain],Characteristics [Developmental Stage],Term Source 2 REF,Term Source 2 Accession,Comment [Developmental Stage - Substage],Assay Name,Experimental Condition [Treatment],Experimental Condition [Targeted Protein 1],Experimental Condition [Targeted Protein 2],Experimental Condition [Targeted Protein 3],Comment [Targeted Protein Gene Identifier 1],Comment [Targeted Protein Gene Identifier 2],Comment [Targeted Protein Gene Identifier 3],Comment [Targeted Protein Gene Symbol 1],Comment [Targeted Protein Gene Symbol 2],Comment [Targeted Protein Gene Symbol 3],Experimental Condition [Targeted Transcript 1],Experimental Condition [Targeted Transcript 2],Experimental Condition [Targeted Transcript 3],Experimental Condition [Targeted Transcript 4],Comment [Targeted Transcript Gene Identifier 1],Comment [Targeted Transcript Gene Identifier 2],Comment [Targeted Transcript Gene Identifier 3],Comment [Targeted Transcript Gene Identifier 4],Comment [Targered Transcript Gene Symbol 1],Comment [Targered Transcript Gene Symbol 2],Comment [Targered Transcript Gene Symbol 3],Comment [Targered Transcript Gene Symbol 4],Source Name,Image File,Comment [Image File Path],Comment [Image File Type],Channels
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-5e_07_wt_D488-cad546-stg594-wg647_002_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-May,07_5-5e,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-5e_07_wt_D488-cad546-stg594-wg647_002_mp.tif,07_wt_D488-cad546-stg594-wg647/mps/5-5e_07_wt_D488-cad546-stg594-wg647_002_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",6a_07_wt_D488-cad546-stg594-wg647_006_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,07_6a,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,6a_07_wt_D488-cad546-stg594-wg647_006_mp.tif,07_wt_D488-cad546-stg594-wg647/mps/6a_07_wt_D488-cad546-stg594-wg647_006_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",6c_07_wt_D488-cad546-stg594-wg647_013_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,07_6c,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,6c_07_wt_D488-cad546-stg594-wg647_013_mp.tif,07_wt_D488-cad546-stg594-wg647/mps/6c_07_wt_D488-cad546-stg594-wg647_013_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",7a_07_wt_D488-cad546-stg594-wg647_008_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,7,EFO,EFO_0005859,7,07_7a,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,7a_07_wt_D488-cad546-stg594-wg647_008_mp.tif,07_wt_D488-cad546-stg594-wg647/mps/7a_07_wt_D488-cad546-stg594-wg647_008_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",8-1a_07_wt_D488-cad546-stg594-wg647_015_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,8,EFO,EFO_0005859,08-Jan,07_8-1a,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,8-1a_07_wt_D488-cad546-stg594-wg647_015_mp.tif,07_wt_D488-cad546-stg594-wg647/mps/8-1a_07_wt_D488-cad546-stg594-wg647_015_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",8-1b_07_wt_D488-cad546-stg594-wg647_003_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,8,EFO,EFO_0005859,08-Jan,07_8-1b,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,8-1b_07_wt_D488-cad546-stg594-wg647_003_mp.tif,07_wt_D488-cad546-stg594-wg647/mps/8-1b_07_wt_D488-cad546-stg594-wg647_003_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",8-1c_07_wt_D488-cad546-stg594-wg647_018_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,8,EFO,EFO_0005859,08-Jan,07_8-1c,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,8-1c_07_wt_D488-cad546-stg594-wg647_018_mp.tif,07_wt_D488-cad546-stg594-wg647/mps/8-1c_07_wt_D488-cad546-stg594-wg647_018_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",8-1d_07_wt_D488-cad546-stg594-wg647_017_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,8,EFO,EFO_0005859,08-Jan,07_8-1d,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,8-1d_07_wt_D488-cad546-stg594-wg647_017_mp.tif,07_wt_D488-cad546-stg594-wg647/mps/8-1d_07_wt_D488-cad546-stg594-wg647_017_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-4a_07_wt_D488-cad546-stg594-wg647_010_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,07_5-4a,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-4a_07_wt_D488-cad546-stg594-wg647_010_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/5-4a_07_wt_D488-cad546-stg594-wg647_010_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-4b_07_wt_D488-cad546-stg594-wg647_011_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,07_5-4b,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-4b_07_wt_D488-cad546-stg594-wg647_011_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/5-4b_07_wt_D488-cad546-stg594-wg647_011_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-4c_07_wt_D488-cad546-stg594-wg647_016_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,07_5-4c,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-4c_07_wt_D488-cad546-stg594-wg647_016_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/5-4c_07_wt_D488-cad546-stg594-wg647_016_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-4d_07_wt_D488-cad546-stg594-wg647_001_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,07_5-4d,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-4d_07_wt_D488-cad546-stg594-wg647_001_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/5-4d_07_wt_D488-cad546-stg594-wg647_001_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-5a_07_wt_D488-cad546-stg594-wg647_014_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-May,07_5-5a,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-5a_07_wt_D488-cad546-stg594-wg647_014_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/5-5a_07_wt_D488-cad546-stg594-wg647_014_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-5b_07_wt_D488-cad546-stg594-wg647_005_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-May,07_5-5b,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-5b_07_wt_D488-cad546-stg594-wg647_005_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/5-5b_07_wt_D488-cad546-stg594-wg647_005_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-5c_07_wt_D488-cad546-stg594-wg647_007_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-May,07_5-5c,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-5c_07_wt_D488-cad546-stg594-wg647_007_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/5-5c_07_wt_D488-cad546-stg594-wg647_007_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-5d_07_wt_D488-cad546-stg594-wg647_004_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-May,07_5-5d,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-5d_07_wt_D488-cad546-stg594-wg647_004_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/5-5d_07_wt_D488-cad546-stg594-wg647_004_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-5e_07_wt_D488-cad546-stg594-wg647_002_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-May,07_5-5e,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-5e_07_wt_D488-cad546-stg594-wg647_002_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/5-5e_07_wt_D488-cad546-stg594-wg647_002_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",6a_07_wt_D488-cad546-stg594-wg647_006_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,07_6a,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,6a_07_wt_D488-cad546-stg594-wg647_006_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/6a_07_wt_D488-cad546-stg594-wg647_006_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",6c_07_wt_D488-cad546-stg594-wg647_013_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,07_6c,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,6c_07_wt_D488-cad546-stg594-wg647_013_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/6c_07_wt_D488-cad546-stg594-wg647_013_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",7a_07_wt_D488-cad546-stg594-wg647_008_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,7,EFO,EFO_0005859,7,07_7a,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,7a_07_wt_D488-cad546-stg594-wg647_008_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/7a_07_wt_D488-cad546-stg594-wg647_008_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",8-1a_07_wt_D488-cad546-stg594-wg647_015_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,8,EFO,EFO_0005859,08-Jan,07_8-1a,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,8-1a_07_wt_D488-cad546-stg594-wg647_015_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/8-1a_07_wt_D488-cad546-stg594-wg647_015_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",8-1b_07_wt_D488-cad546-stg594-wg647_003_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,8,EFO,EFO_0005859,08-Jan,07_8-1b,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,8-1b_07_wt_D488-cad546-stg594-wg647_003_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/8-1b_07_wt_D488-cad546-stg594-wg647_003_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",8-1c_07_wt_D488-cad546-stg594-wg647_018_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,8,EFO,EFO_0005859,08-Jan,07_8-1c,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,8-1c_07_wt_D488-cad546-stg594-wg647_018_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/8-1c_07_wt_D488-cad546-stg594-wg647_018_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",8-1d_07_wt_D488-cad546-stg594-wg647_017_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,8,EFO,EFO_0005859,08-Jan,07_8-1d,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,8-1d_07_wt_D488-cad546-stg594-wg647_017_overlay.tif,07_wt_D488-cad546-stg594-wg647/overlays/8-1d_07_wt_D488-cad546-stg594-wg647_017_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-4a_07_wt_D488-cad546-stg594-wg647_010_rawmp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,07_5-4a,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-4a_07_wt_D488-cad546-stg594-wg647_010_rawmp.tif,07_wt_D488-cad546-stg594-wg647/raw_mps/5-4a_07_wt_D488-cad546-stg594-wg647_010_rawmp.tif, maximum projection of raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-4b_07_wt_D488-cad546-stg594-wg647_011_rawmp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,07_5-4b,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-4b_07_wt_D488-cad546-stg594-wg647_011_rawmp.tif,07_wt_D488-cad546-stg594-wg647/raw_mps/5-4b_07_wt_D488-cad546-stg594-wg647_011_rawmp.tif, maximum projection of raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-4c_07_wt_D488-cad546-stg594-wg647_016_rawmp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,07_5-4c,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-4c_07_wt_D488-cad546-stg594-wg647_016_rawmp.tif,07_wt_D488-cad546-stg594-wg647/raw_mps/5-4c_07_wt_D488-cad546-stg594-wg647_016_rawmp.tif, maximum projection of raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-4d_07_wt_D488-cad546-stg594-wg647_001_rawmp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,07_5-4d,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-4d_07_wt_D488-cad546-stg594-wg647_001_rawmp.tif,07_wt_D488-cad546-stg594-wg647/raw_mps/5-4d_07_wt_D488-cad546-stg594-wg647_001_rawmp.tif, maximum projection of raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-5a_07_wt_D488-cad546-stg594-wg647_014_rawmp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-May,07_5-5a,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-5a_07_wt_D488-cad546-stg594-wg647_014_rawmp.tif,07_wt_D488-cad546-stg594-wg647/raw_mps/5-5a_07_wt_D488-cad546-stg594-wg647_014_rawmp.tif, maximum projection of raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-5b_07_wt_D488-cad546-stg594-wg647_005_rawmp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-May,07_5-5b,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-5b_07_wt_D488-cad546-stg594-wg647_005_rawmp.tif,07_wt_D488-cad546-stg594-wg647/raw_mps/5-5b_07_wt_D488-cad546-stg594-wg647_005_rawmp.tif, maximum projection of raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
"07 - wild-type - Dichaete, caudal, string and wingless HCR",5-5c_07_wt_D488-cad546-stg594-wg647_007_rawmp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-May,07_5-5c,HCR,,,,,,,,,,Dichaete,caudal,string,wingless,FBgn0000411,FBgn0000251,FBgn0003525,FBgn0284084,D,cad,stg,wg,07,5-5c_07_wt_D488-cad546-stg594-wg647_007_rawmp.tif,07_wt_D488-cad546-stg594-wg647/raw_mps/5-5c_07_wt_D488-cad546-stg594-wg647_007_rawmp.tif, maximum projection of raw stack,"DAPI stain, D HCR probe (Alexa Fluor 488), cad HCR probe (Alexa Fluor 546), stg HCR probe (Alexa Fluor 594), wg HCR probe (Alexa Fluor 647)"
